"SalePrice","LotArea","Neighborhood","BuildingType","OverallQuality","OverallCondition","YearBuilt","CentralAir","LivingArea","Bathrooms","Bedrooms","Fireplaces","HasGarage"
120500.0,640.9684159561748,"IDOTRR","Single-family",5,6,1940,"Y",72.27151124839187,1,2,1,1
148000.0,735.4415868297153,"Edwards","Single-family",6,7,1976,"Y",103.3909923129308,1,3,1,1
266000.0,996.5665458518613,"Somerst","Single-family",8,5,2006,"Y",180.12141428101782,2,3,1,1
241500.0,3632.5259329782984,"ClearCr","Single-family",7,7,1954,"Y",126.61448564467626,1,2,2,1
290000.0,1092.8047022186145,"NoRidge","Single-family",8,7,1999,"Y",210.8693194522488,2,4,1,1
139000.0,891.7821439390258,"NAmes","Single-family",6,6,1958,"Y",151.60296446963437,2,3,1,1
124500.0,772.3204942405271,"Mitchel","Single-family",5,7,1982,"Y",75.80148223481719,1,2,0,1
205000.0,674.7818222471961,"BrkSide","Single-family",7,7,1925,"N",143.7998707101679,2,3,0,1
201000.0,854.2529787149251,"Mitchel","Single-family",7,5,2003,"Y",144.9145983900917,2,3,0,1
141000.0,1777.8048615317787,"Gilbert","Single-family",4,5,1951,"Y",80.26039295451233,1,2,0,1
415298.0,1342.3179145748877,"NridgHt","Single-family",9,5,2006,"Y",197.0281174265285,2,3,1,1
192000.0,929.4042031364535,"ClearCr","Single-family",7,5,1977,"Y",187.8316140671573,2,4,1,1
228500.0,1048.494276941644,"SawyerW","Single-family",7,6,1989,"Y",184.11585513407803,2,3,1,1
185000.0,668.8366079542693,"Somerst","Single-family",6,5,2006,"Y",117.2321943386511,2,2,0,1
207500.0,470.3221869545091,"NridgHt","",7,5,2007,"Y",122.06268095165416,2,2,1,1
244600.0,892.8968716189496,"Somerst","Single-family",8,5,2008,"Y",136.36835284400937,2,3,1,1
179200.0,744.2665142957786,"SawyerW","Townhouse",6,5,1992,"Y",146.3080079899964,2,2,0,1
164700.0,394.89228061299985,"Somerst","Townhouse",7,5,2006,"Y",116.11746665872731,2,2,0,1
159000.0,909.0604229778444,"NAmes","Single-family",6,7,1962,"Y",161.07814974898653,1,3,1,1
88000.0,754.7635332817275,"NAmes","Single-family",4,4,1971,"Y",79.70302911455043,1,3,0,1
122000.0,912.1259240976348,"Sawyer","Single-family",5,5,1967,"Y",83.60457599428366,1,3,0,1
153575.0,810.9643871445516,"BrkSide","Single-family",6,7,1915,"Y",129.67998676446666,1,3,0,1
233230.0,1450.1678176075136,"CollgCr","Single-family",8,5,2006,"Y",178.26353481447816,2,3,1,1
135900.0,528.2880263105458,"SWISU","",5,6,1912,"N",159.40605822910086,2,6,0,1
131000.0,1059.8273416875359,"Edwards","Single-family",5,4,1949,"Y",159.40605822910086,1,3,1,1
235000.0,1547.5207016541906,"NWAmes","Single-family",7,7,1977,"Y",210.21906163895994,2,3,1,1
167000.0,891.7821439390258,"NAmes","Single-family",6,5,1953,"Y",152.71769214955816,1,3,2,1
142500.0,737.299466296255,"Mitchel","Single-family",6,6,1984,"Y",93.17265524696279,1,3,0,1
152000.0,1273.5763743129212,"IDOTRR","Single-family",5,5,1950,"Y",144.72881044343774,1,4,0,1
239000.0,687.3225086463387,"Somerst","Single-family",7,5,1997,"Y",181.14324798761461,2,3,1,1
175000.0,1086.8594879256877,"NWAmes","Single-family",6,6,1968,"Y",161.91419550892937,1,3,1,1
158500.0,1300.515626577746,"Crawfor","Single-family",6,8,1950,"Y",107.0138572726831,1,3,1,1
157000.0,1463.0800798999642,"Crawfor","",5,5,1953,"Y",124.10634836484775,1,2,2,1
267000.0,1507.2976112036076,"CollgCr","Single-family",8,5,1998,"Y",227.7760225977595,2,4,1,1
205000.0,1273.0190104729593,"CollgCr","Single-family",7,5,2001,"Y",143.14961289687903,2,3,1,1
149900.0,910.3609386044221,"CollgCr","Single-family",5,7,1972,"Y",83.04721215432177,1,3,0,1
295000.0,1707.9485935898883,"OldTown","Single-family",7,9,1880,"Y",324.4786488311476,3,3,1,1
305900.0,964.7968069740335,"CollgCr","Single-family",8,5,2004,"Y",185.7879466539637,2,3,0,1
225000.0,1251.6533966077534,"SawyerW","Single-family",7,5,1990,"Y",208.36118217242029,2,4,1,1
89500.0,735.7202687496963,"IDOTRR","Single-family",6,7,1920,"Y",130.6089264977365,1,3,0,1
82500.0,1146.49741880161,"Edwards","Single-family",4,5,1940,"Y",79.98171103453137,1,1,0,1
360000.0,1149.8416018413814,"NridgHt","Single-family",9,5,2003,"Y",180.5858841476527,2,3,3,1
165600.0,713.8901850178555,"Gilbert","Single-family",6,5,1993,"Y",139.43385396379975,2,3,1,1
132000.0,743.1517866158548,"NAmes","Single-family",6,6,1948,"Y",90.29294207382635,1,2,1,1
119900.0,724.5729919504585,"OldTown","",5,7,1939,"Y",103.8554621795657,1,3,1,1
375000.0,19994.96328876621,"Timber","Single-family",7,5,1965,"Y",189.13212969373504,2,3,2,1
178000.0,891.7821439390258,"OldTown","Single-family",7,7,1925,"Y",152.4390102295772,1,3,1,1
188500.0,724.1085220838236,"Gilbert","Single-family",7,5,2004,"Y",133.024169804238,2,3,1,1
260000.0,1208.086123117399,"NWAmes","Single-family",7,7,1980,"Y",218.5795192383883,2,4,1,1
270000.0,836.0457599428366,"Somerst","Single-family",8,5,2006,"Y",181.97929374755745,2,3,1,1
260000.0,919.6503359371203,"NoRidge","Single-family",7,5,1993,"Y",245.79745342319399,2,4,1,1
187500.0,1311.1984335103489,"NWAmes","Single-family",7,5,1980,"Y",136.73992873731729,2,3,2,1
342643.0,1510.363112323398,"NridgHt","Single-family",9,5,2006,"Y",241.1527547568449,3,4,0,1
354000.0,1123.9241832831535,"NridgHt","Single-family",8,5,2004,"Y",229.2623261709912,2,4,1,1
301000.0,964.2394431340716,"SawyerW","Single-family",7,5,1986,"Y",253.60054718266045,2,4,1,1
126175.0,540.6429247630343,"OldTown","Single-family",3,8,1955,"Y",108.03569097927989,1,3,0,1
242000.0,1047.3795492617203,"NAmes","Single-family",7,7,1967,"Y",276.638252567752,2,5,1,1
87000.0,464.46986663490924,"IDOTRR","Single-family",5,6,1941,"N",74.59386058156643,1,2,0,1
324000.0,1007.5280347044452,"Veenker","Townhouse",8,5,1993,"Y",159.6847401490818,1,1,2,1
145250.0,1077.5700905929896,"NAmes","Single-family",6,5,1960,"Y",128.4723651112159,1,3,0,1
214500.0,1104.3235549111603,"BrkSide","Single-family",6,6,1916,"N",198.23573907977928,2,5,0,1
78000.0,594.7072172393379,"IDOTRR","Single-family",5,5,1920,"N",110.72961620576237,1,3,0,1
119000.0,986.9055726258551,"NAmes","Two-family",5,4,1964,"Y",160.52078590902465,2,6,0,1
139000.0,759.5011259214036,"NAmes","Single-family",5,6,1958,"Y",98.09603583329283,1,3,0,1
284000.0,989.7852857989916,"NridgHt","Single-family",8,5,2003,"Y",151.32428254965345,2,3,1,1
207000.0,761.5447933345972,"NridgHt","Townhouse",7,5,2004,"Y",126.15001577804135,2,2,1,1
192000.0,839.9473068225699,"Gilbert","Single-family",6,5,1998,"Y",152.16032830959628,2,3,2,1
228950.0,15295.921648020832,"Timber","",5,6,1965,"Y",165.90863636198958,2,3,2,1
377426.0,1315.099980390082,"StoneBr","Single-family",9,5,2005,"Y",178.54221673445912,2,3,1,1
214000.0,848.5864463419792,"CollgCr","Single-family",7,5,2002,"Y",142.68514303024412,2,3,0,1
202500.0,1313.9852527101582,"NWAmes","Single-family",7,7,1984,"Y",150.58113076303758,2,3,0,1
155000.0,1151.885269254575,"NAmes","Single-family",6,7,1958,"Y",112.86617759228295,1,3,0,1
202900.0,1318.2583754831994,"Timber","Single-family",8,5,2002,"Y",177.24170110788137,2,4,0,1
82000.0,780.3093759466476,"SawyerW","Single-family",4,4,1950,"Y",78.12383156799174,1,2,0,1
87500.0,793.686108105733,"NAmes","Two-family",3,4,1949,"N",96.60973226006112,2,2,0,1
266000.0,822.0187699704624,"NridgHt","Townhouse",9,5,2005,"Y",156.43345108263745,2,2,1,1
85000.0,240.78117886353695,"MeadowV","Townhouse",5,3,1976,"Y",103.29809833960383,1,3,0,1
140200.0,597.7727183591282,"BrkSide","Single-family",6,5,1939,"Y",146.49379593665037,1,3,1,1
151500.0,1186.4418273322121,"NAmes","Single-family",6,8,1960,"Y",88.99242644724862,1,2,0,1
157500.0,1634.9339305548806,"NAmes","Single-family",6,5,1960,"Y",137.29729257727917,2,3,2,1
154000.0,227.40444670445157,"NridgHt","",7,5,2003,"Y",151.0456006296725,2,2,0,1
437154.0,1897.916769043566,"NridgHt","Single-family",9,5,2005,"Y",253.4147592360065,2,4,2,1
318061.0,726.4308714169981,"NridgHt","Townhouse",9,5,2007,"Y",173.61883614812908,2,2,1,1
190000.0,489.64413340652135,"ClearCr","Single-family",7,5,1986,"Y",134.97494324410462,1,2,1,1
95000.0,843.8488537023031,"Edwards","Single-family",5,6,1941,"N",103.20520436627683,1,3,0,1
105900.0,791.4566527458853,"OldTown","Single-family",6,8,1928,"Y",66.88366079542693,1,2,0,1
140000.0,780.3093759466476,"SWISU","Single-family",6,5,1940,"Y",148.16588745653604,1,2,2,1
177500.0,1044.9643059552188,"CollgCr","Single-family",6,5,1995,"Y",111.47276799237822,2,3,0,1
173000.0,859.0834653279281,"Gilbert","Single-family",6,6,1992,"Y",108.40726687258783,2,3,0,1
134000.0,392.3841433331713,"MeadowV","Townhouse",5,5,1976,"Y",106.08491753941327,1,3,1,1
130000.0,643.7552351559842,"ClearCr","Single-family",5,4,1958,"Y",125.59265193807946,1,3,0,1
280000.0,1115.749513630379,"NoRidge","Single-family",8,5,1998,"Y",178.72800468111308,2,3,1,1
156000.0,700.4205588854431,"Mitchel","Single-family",6,6,1978,"Y",84.71930367420745,1,2,1,1
145000.0,849.4224921019221,"BrkSide","Single-family",5,5,1940,"Y",139.8054298571077,1,3,0,1
198500.0,678.2188992602945,"Edwards","Single-family",7,5,2003,"Y",178.54221673445912,3,4,1,1
118000.0,156.0618751893295,"BrDale","",6,8,1972,"Y",91.68635167373108,1,2,0,1
190000.0,1746.4066985472589,"NWAmes","Single-family",6,5,1976,"Y",146.21511401666945,2,3,1,1
147000.0,993.036574865436,"IDOTRR","Single-family",5,7,1920,"Y",124.8495001514636,1,3,0,1
159000.0,882.4927466063276,"NAmes","Single-family",6,5,1963,"Y",129.4941988178127,1,3,2,1
165000.0,849.9798559418839,"NAmes","Single-family",6,5,1962,"Y",132.93127583091103,1,3,1,1
132000.0,724.5729919504585,"NAmes","Single-family",5,6,1954,"Y",117.78955817861299,1,2,1,1
162000.0,913.1477578042316,"NAmes","Single-family",5,7,1959,"Y",119.55454367182564,1,3,1,1
172400.0,754.3919573884197,"Gilbert","Single-family",6,5,2000,"Y",154.5755716160978,2,3,1,1
134432.0,1590.3448233579293,"ClearCr","Single-family",4,4,1959,"Y",147.51562964324717,2,4,1,1
125000.0,666.5142586210948,"SawyerW","Townhouse",6,5,1984,"Y",69.85626794189035,1,2,0,1
123000.0,987.834512359125,"NAmes","Single-family",5,6,1953,"Y",122.52715081828906,1,3,0,1
219500.0,761.7305812812511,"CollgCr","Single-family",7,5,2003,"Y",179.099580574421,2,4,1,1
61000.0,930.7976127363581,"Edwards","Single-family",1,1,1922,"N",83.9761518875916,0,1,0,1
148000.0,821.7400880504814,"CollgCr","Single-family",5,5,1996,"Y",84.90509162086141,1,2,0,1
340000.0,1035.1175447825588,"Somerst","Single-family",8,5,2004,"Y",229.07653822433724,3,4,1,1
394432.0,1058.4339320876313,"StoneBr","Single-family",9,2,2010,"Y",172.41121449487832,1,1,1,1
179000.0,754.5777453350736,"Gilbert","Single-family",6,5,2000,"Y",167.20915198856733,2,3,1,1
127000.0,464.46986663490924,"SWISU","Single-family",5,6,1924,"Y",157.08370889592632,2,3,1,1
187750.0,668.8366079542693,"Somerst","Single-family",7,5,2006,"Y",120.85505929840339,2,2,1,1
213500.0,858.8047834079472,"CollgCr","Single-family",7,5,2006,"Y",166.93047006858637,2,3,0,1
76000.0,836.0457599428366,"SawyerW","Single-family",6,3,1928,"N",72.82887508835377,1,2,0,1
240000.0,4933.320241476025,"ClearCr","Single-family",6,5,1992,"Y",181.42192990759557,2,3,2,1
192000.0,295.58862312645624,"Blmngtn","Townhouse",8,5,2004,"Y",117.88245215193997,2,2,1,1
81000.0,781.2383156799174,"Edwards","Single-family",5,3,1910,"Y",109.98646441914651,1,5,0,1
125000.0,668.8366079542693,"Edwards","Single-family",6,6,1976,"Y",104.50571999285458,1,3,1,1
191000.0,871.5312577537437,"CollgCr","Single-family",7,5,1999,"Y",137.39018655060616,2,3,0,1
426000.0,1158.7594232807717,"NridgHt","Single-family",10,5,2007,"Y",216.62874579852166,2,3,1,1
119000.0,780.7738458132825,"Edwards","Single-family",5,8,1900,"Y",126.98606153798418,1,4,0,1
215000.0,1134.1425203491215,"Mitchel","Single-family",6,5,2001,"Y",182.1650816942114,2,3,1,1
106500.0,774.6428435737016,"NAmes","Single-family",5,7,1959,"Y",81.932484474398,1,3,0,1
100000.0,691.6885253927069,"BrkSide","Single-family",4,5,1941,"Y",73.2004509816617,1,2,2,1
109000.0,941.387525695634,"OldTown","Single-family",5,6,1940,"Y",96.05236842009923,1,2,0,1
129000.0,889.0882187125433,"Edwards","Single-family",5,6,1956,"Y",106.27070548606724,1,3,0,1
123000.0,668.8366079542693,"CollgCr","Single-family",5,5,1972,"Y",83.04721215432177,1,2,0,1
169500.0,705.0652575517922,"NAmes","Single-family",5,5,1962,"Y",168.32387966849112,2,4,1,1
67000.0,832.9802588230463,"IDOTRR","Single-family",5,2,1920,"Y",100.04680927315945,1,2,0,1
241000.0,754.7635332817275,"Somerst","Single-family",7,5,2006,"Y",143.98565865682187,2,2,0,1
245500.0,1389.9725228916295,"Veenker","Townhouse",8,5,1996,"Y",119.64743764515262,1,1,2,1
164990.0,814.4014641576499,"CollgCr","Single-family",7,5,2005,"Y",121.69110505834622,2,3,1,1
108000.0,947.5185279352149,"Sawyer","Single-family",5,8,1940,"Y",62.4247500757318,1,2,0,1
258000.0,1123.0881375232107,"NoRidge","Single-family",8,5,1998,"Y",210.21906163895994,2,4,1,1
168000.0,962.7531395608399,"Gilbert","Single-family",6,5,1995,"Y",146.02932607001546,2,3,1,1
150000.0,928.1036875098757,"Sawyer","Single-family",4,4,1976,"Y",150.4882367897106,2,3,1,1
115000.0,973.5288404667698,"SWISU","Single-family",6,5,1936,"Y",152.25322228292325,1,3,0,1
177000.0,1446.9165285410693,"Crawfor","Single-family",6,7,1915,"Y",156.0618751893295,2,4,0,1
280000.0,1314.821298470101,"NridgHt","Single-family",7,5,2006,"Y",201.76571006620458,2,3,1,1
339750.0,1003.254911931404,"Somerst","Single-family",8,5,2007,"Y",193.03367657346828,2,3,1,1
60000.0,889.0882187125433,"Edwards","Single-family",5,3,1958,"Y",118.53270996522885,1,3,0,1
145000.0,3218.7761757799212,"Gilbert","",5,5,1955,"N",98.09603583329283,1,3,0,1
222000.0,409.0121645587011,"Somerst","Single-family",7,5,2009,"Y",137.29729257727917,2,2,1,1
115000.0,832.3300010097574,"OldTown","Single-family",5,6,1927,"Y",95.49500458013735,1,2,1,1
228000.0,1043.0135325153522,"SawyerW","Single-family",7,5,1993,"Y",194.79866206668095,2,3,1,1
181134.0,826.6634686368114,"Gilbert","Single-family",7,5,2007,"Y",124.47792425815568,2,3,0,1
149500.0,728.6603267768456,"Sawyer","Single-family",6,7,1978,"Y",130.05156265777458,1,3,1,1
239000.0,2082.6828819909333,"Crawfor","Single-family",6,6,1918,"N",243.75378601000037,2,4,1,1
126000.0,758.014822348172,"Edwards","Single-family",5,6,1940,"N",105.34176575279741,1,3,0,1
142000.0,784.9540746129967,"NAmes","Single-family",5,6,1968,"Y",98.09603583329283,1,3,1,1
206300.0,655.8314516884918,"Mitchel","Two-family",7,5,1997,"Y",124.8495001514636,2,2,0,1
215000.0,1545.2912462943432,"NWAmes","Single-family",6,7,1977,"Y",148.81614526982491,2,3,1,1
113000.0,2020.4439198618552,"Mitchel","Single-family",5,5,1954,"Y",91.77924564705808,1,2,0,1
315000.0,854.624554608233,"NoRidge","Single-family",8,5,1998,"Y",244.31114984996228,2,4,1,1
139000.0,836.0457599428366,"NAmes","Single-family",6,5,1956,"Y",111.10119209907029,1,2,1,1
135000.0,313.79584189854467,"OldTown","Single-family",7,8,1946,"Y",129.0297289511778,1,3,2,1
275000.0,1189.0428585853676,"SawyerW","Single-family",7,5,1989,"Y",152.71769214955816,2,2,1,1
109008.0,798.237912798755,"NAmes","Single-family",4,6,1957,"Y",84.25483380757254,1,3,0,1
195400.0,628.1490476370512,"CollgCr","Single-family",7,5,2007,"Y",112.21591977899408,2,2,0,1
175000.0,1064.2862524072311,"Timber","Single-family",6,5,1988,"Y",131.16629033769837,2,3,1,1
85400.0,156.0618751893295,"BrDale","",6,5,1971,"Y",91.68635167373108,1,2,0,1
79900.0,518.9057350045206,"OldTown","Single-family",6,7,1920,"Y",111.28698004572426,1,4,0,1
122500.0,178.35642878780516,"BrDale","Townhouse",5,5,1971,"Y",126.80027359133022,1,2,0,1
181000.0,1006.8777768911563,"Gilbert","Single-family",6,5,1997,"Y",149.0019332164789,2,3,1,1
81000.0,175.5696095879957,"MeadowV","",4,7,1972,"Y",58.52320319599857,1,1,0,1
212000.0,990.9000134789154,"CollgCr","Single-family",7,6,1996,"Y",154.29688969611686,2,3,1,1
116000.0,408.73348263872015,"OldTown","Single-family",6,8,1920,"Y",103.8554621795657,1,2,0,1
119000.0,557.3638399618911,"BrkSide","Single-family",6,7,1926,"Y",83.9761518875916,1,2,0,1
90350.0,397.5862058394823,"Crawfor","Single-family",5,6,1913,"N",64.46841748892541,1,2,1,1
110000.0,1147.6121464815337,"Edwards","Single-family",6,8,1920,"Y",111.10119209907029,1,3,0,1
555000.0,1433.446902408657,"NridgHt","Single-family",10,5,2008,"Y",223.1313239314104,2,2,2,1
118000.0,1124.7602290430962,"Edwards","Two-family",4,4,1955,"N",133.76732159085387,2,4,0,1
162900.0,579.6583935603668,"BrkSide","Single-family",5,7,1930,"Y",146.12222004334245,2,3,1,1
172500.0,364.3301633884228,"Blmngtn","Townhouse",7,5,2006,"Y",116.86061844534316,2,2,1,1
210000.0,812.8222666110912,"CollgCr","Single-family",7,5,1994,"Y",177.24170110788137,2,4,1,1
127500.0,915.4701071374061,"Edwards","Single-family",6,5,1956,"Y",156.89792094927233,1,3,1,1
190000.0,1532.0074081085847,"NAmes","Single-family",6,6,1966,"Y",175.38382164134174,2,2,1,1
199900.0,1041.7130168887745,"Gilbert","Single-family",7,5,1998,"Y",175.19803369468778,2,4,1,1
119500.0,798.888170612044,"IDOTRR","Single-family",6,6,1937,"Y",127.82210729792703,2,3,1,1
120000.0,557.3638399618911,"OldTown","Single-family",3,7,1948,"Y",109.89357044581953,1,2,0,1
110000.0,528.0093443905648,"OldTown","Single-family",6,8,1930,"Y",75.52280031483625,1,2,0,1
280000.0,6573.270446590563,"ClearCr","Single-family",7,5,1975,"Y",142.40646111026317,2,2,2,1
204000.0,864.1926338609121,"Timber","Single-family",6,5,1996,"Y",163.12181716218012,2,3,0,1
210000.0,836.0457599428366,"Somerst","Single-family",8,5,2008,"Y",147.70141758990115,2,3,0,1
188000.0,863.6352700209503,"Mitchel","Two-family",5,5,1976,"Y",160.52078590902465,2,4,0,1
175500.0,891.7821439390258,"NWAmes","Single-family",7,6,1973,"Y",115.37431487211146,1,3,1,1
98000.0,424.61835207763403,"OldTown","Single-family",5,5,1916,"N",124.8495001514636,1,4,0,1
256000.0,4944.467518275263,"ClearCr","Single-family",4,6,1954,"Y",154.48267764277082,1,2,2,1
161000.0,473.75926396760747,"OldTown","Single-family",8,7,1925,"Y",154.76135956275178,1,3,1,1
110000.0,651.6512228887777,"BrkSide","Single-family",5,4,1950,"Y",111.75144991235916,1,3,1,1
263435.0,743.5233625091628,"Somerst","Single-family",8,5,2009,"Y",179.74983838770987,2,3,0,1
155000.0,668.8366079542693,"SWISU","Single-family",7,9,1936,"Y",105.4346597261244,1,3,0,1
62383.0,769.2549931207367,"Sawyer","Single-family",5,5,1965,"Y",80.26039295451233,1,3,1,1
188700.0,1113.6129522438584,"Crawfor","Single-family",6,7,1934,"Y",154.20399572278987,1,3,1,1
124000.0,783.096195146457,"CollgCr","Single-family",5,5,1978,"Y",96.60973226006112,2,3,0,1
178740.0,285.37028606048824,"Blmngtn","Townhouse",7,5,2004,"Y",131.35207828435233,2,2,1,1
167000.0,987.2771485191631,"NAmes","Single-family",7,5,1970,"Y",118.62560393855583,1,2,1,1
146500.0,880.634867139788,"NAmes","Single-family",5,7,1942,"Y",152.71769214955816,1,3,2,1
250000.0,1061.5923271807485,"NridgHt","Single-family",8,5,2006,"Y",151.78875241628833,2,3,1,1
187000.0,863.0779061809884,"SawyerW","Single-family",6,5,1993,"Y",158.84869438913896,2,3,0,1
212000.0,633.5368980900163,"StoneBr","Townhouse",8,5,1985,"Y",139.52674793712674,1,1,0,1
190000.0,1110.268769204087,"NWAmes","Single-family",7,6,1977,"Y",182.90823348082728,2,3,1,1
148000.0,341.3853519766583,"Edwards","Townhouse",6,5,2005,"Y",99.58233940652454,1,2,0,1
440000.0,1391.2730385182072,"NridgHt","Single-family",8,5,2006,"Y",183.55849129411615,2,2,1,1
251000.0,495.12487783281324,"StoneBr","Townhouse",8,5,2000,"Y",153.46084393617403,2,2,0,1
132500.0,787.7408938128061,"Sawyer","Single-family",5,6,1963,"Y",90.1071541271724,1,2,0,1
208900.0,1219.2333999166367,"CollgCr","Single-family",6,5,1997,"Y",138.6907021771839,2,3,1,1
380000.0,1271.9971767663626,"NridgHt","Single-family",9,5,2006,"Y",245.51877150321303,2,3,1,1
297000.0,988.113194279106,"CollgCr","Single-family",8,5,2007,"Y",159.59184617575482,2,3,1,1
89471.0,550.3967919623675,"OldTown","Single-family",4,7,1937,"Y",105.06308383281647,1,2,0,1
326000.0,1489.3690743515,"NridgHt","Single-family",9,5,2004,"Y",171.8538506549164,2,3,1,1
374000.0,1100.422008031427,"NridgHt","Single-family",9,5,2003,"Y",166.4660002019515,2,2,1,1
155000.0,232.23493331745462,"OldTown","Single-family",7,8,1915,"Y",169.62439529506887,1,4,1,1
164000.0,418.0228799714183,"Mitchel","",6,5,1998,"Y",112.95907156560993,2,2,0,1
132500.0,720.6714450707252,"Sawyer","Single-family",5,7,1962,"Y",92.80107935365487,1,3,0,1
147000.0,891.7821439390258,"NAmes","Single-family",5,7,1950,"Y",103.3909923129308,1,3,1,1
156000.0,955.7860915613163,"NAmes","Single-family",5,7,1965,"Y",99.67523337985152,1,3,0,1
175000.0,1137.3009154422389,"NWAmes","Single-family",5,6,1971,"Y",137.85465641724107,2,3,1,1
160000.0,1003.254911931404,"OldTown","",5,4,1900,"N",224.2460516113342,2,3,1,1
86000.0,141.7562032969743,"MeadowV","",4,8,1970,"Y",58.52320319599857,1,1,0,1
115000.0,247.56243891640662,"MeadowV","Townhouse",5,6,1976,"Y",121.13374121838433,1,3,1,1
133000.0,881.5638068730577,"NAmes","Single-family",6,7,1941,"Y",146.58668990997737,1,3,2,1
172785.0,1447.1023164877233,"Gilbert","Single-family",6,5,2006,"Y",135.25362516408558,2,3,0,1
155000.0,736.7421024562931,"NAmes","Single-family",5,6,1960,"Y",117.88245215193997,1,3,1,1
91300.0,537.298741723263,"OldTown","Single-family",5,8,1938,"Y",82.30406036770592,1,2,0,1
34900.0,731.91161584329,"IDOTRR","Single-family",4,5,1920,"N",66.88366079542693,1,2,0,1
430000.0,1179.0103094660537,"NoRidge","Single-family",8,5,1992,"Y",299.8617458994974,3,4,1,1
184000.0,847.1930367420745,"BrkSide","Single-family",7,6,1925,"Y",169.06703145510696,2,4,0,1
130000.0,724.5729919504585,"Sawyer","Single-family",5,7,1967,"Y",83.51168202095668,1,3,0,1
120000.0,699.9560890188083,"NAmes","Single-family",5,7,1958,"Y",84.71930367420745,1,2,0,1
113000.0,175.5696095879957,"BrDale","",6,5,1973,"Y",113.14485951226389,1,3,0,1
226700.0,910.6396205244031,"Somerst","Single-family",7,5,2005,"Y",164.2365448421039,2,3,0,1
140000.0,851.8377354084236,"Edwards","Single-family",5,7,1965,"Y",112.77328361895597,1,2,0,1
289000.0,1449.3317718475707,"Crawfor","Single-family",7,8,1959,"Y",167.30204596189432,2,1,2,1
147000.0,214.39929043867411,"NPkVill","Townhouse",6,5,1974,"Y",122.80583273827001,2,3,1,1
124500.0,705.6226213917541,"OldTown","Two-family",5,5,1952,"Y",182.07218772088441,2,4,0,1
215000.0,887.5090211659846,"SawyerW","Single-family",8,5,1993,"Y",177.52038302786232,2,3,1,1
208300.0,730.3324182967314,"Somerst","Single-family",6,5,2009,"Y",113.14485951226389,2,2,0,1
161000.0,891.7821439390258,"OldTown","Single-family",7,9,1928,"Y",128.007895244581,2,3,1,1
124500.0,891.7821439390258,"NAmes","Single-family",5,6,1959,"Y",96.7026262333881,1,3,0,1
164900.0,1352.4433576675287,"NAmes","Single-family",5,7,1951,"Y",126.61448564467626,1,2,2,1
202665.0,630.9358668368608,"NridgHt","Townhouse",7,5,2005,"Y",127.07895551131118,2,2,1,1
129900.0,845.3351572755348,"NAmes","Single-family",5,5,1958,"Y",80.26039295451233,1,3,0,1
134000.0,853.4169329549823,"Mitchel","Single-family",6,5,1983,"Y",100.3254911931404,1,3,0,1
96500.0,984.1187534260457,"Crawfor","Single-family",5,5,1926,"N",73.29334495498868,1,2,0,1
402861.0,1135.1643540557181,"NridgHt","Single-family",10,5,2009,"Y",187.64582612050333,2,3,1,1
158000.0,970.5562333203064,"NWAmes","Single-family",6,6,1972,"Y",196.84232947987454,2,3,1,1
265000.0,948.2616797218308,"NoRidge","Single-family",7,5,1996,"Y",217.74347347844545,2,3,1,1
211000.0,885.3724597794641,"CollgCr","Single-family",6,5,1998,"Y",166.8375760952594,2,3,0,1
234000.0,1014.2164007839879,"Crawfor","Single-family",7,9,1926,"Y",193.21946452012224,1,3,2,1
106250.0,1003.254911931404,"OldTown","",4,7,1900,"N",120.20480148511452,2,3,0,1
150000.0,1113.6129522438584,"NAmes","Single-family",6,6,1957,"Y",115.56010281876543,1,3,2,1
159000.0,464.46986663490924,"BrkSide","Single-family",6,7,1947,"Y",154.5755716160978,2,3,2,1
184750.0,3724.49096657201,"Edwards","Single-family",10,5,2007,"Y",434.37221927696714,3,3,1,1
315750.0,1094.9412636051352,"NoRidge","Single-family",7,5,1996,"Y",222.7597480381025,2,3,1,1
176000.0,696.7047999523638,"Somerst","Single-family",7,5,2005,"Y",117.60377023195902,2,3,1,1
132000.0,1235.4898452488587,"NAmes","Single-family",5,7,1956,"Y",86.20560724743916,1,2,0,1
446261.0,1388.5791132917248,"NridgHt","Single-family",9,5,2008,"Y",252.02134963610177,2,3,1,1
86000.0,845.1493693288809,"Edwards","Single-family",4,7,1920,"Y",56.20085386282402,1,2,0,1
200624.0,3034.660320645843,"Crawfor","Single-family",6,3,1957,"Y",233.62834291735936,3,4,2,1
175000.0,947.5185279352149,"Timber","Single-family",6,5,1988,"Y",140.17700575041562,2,3,1,1
128000.0,571.7624058275733,"BrkSide","Single-family",6,8,1920,"Y",126.52159167134928,2,3,0,1
107500.0,668.8366079542693,"NAmes","Single-family",5,7,1955,"Y",76.823315941414,1,2,1,1
39300.0,464.46986663490924,"BrkSide","Single-family",1,3,1946,"N",31.026587091211937,1,1,0,1
178000.0,841.2478224491476,"Gilbert","Single-family",8,5,2004,"Y",131.35207828435233,2,3,1,1
107500.0,650.257813288873,"Edwards","",5,7,1910,"Y",125.12818207144456,1,3,0,1
188000.0,828.985817969986,"CollgCr","Single-family",7,5,1998,"Y",160.1492100157167,2,3,0,1
111250.0,1183.0047503191138,"NAmes","Single-family",4,5,1972,"Y",80.26039295451233,1,3,0,1
